gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4440382312	ae7484b9-9372-4191-a0d6-384454a98895	OT42-LN64-DK49-AN46-MZ58-QC24	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus	Halichoerus grypus		SPECIES	Halichoerus grypus (Fabricius, 1791)	Halichoerus grypus (Fabricius, 1791)	(Fabricius, 1791)	PT	Horta		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.5913	-28.599							2012-01-24	24	1	2012	2434806	2434806	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.881Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382311	ae7484b9-9372-4191-a0d6-384454a98895	EW37-WX45-NZ76-BB74-JX92-EQ28	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Pagophilus	Pagophilus groenlandicus		SPECIES	Pagophilus groenlandicus (Erxleben, 1777)	Pagophilus groenlandicus (Erxleben, 1777)	(Erxleben, 1777)	PT	Madalena		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.5268	-28.536							2002-07-09	9	7	2002	2434801	2434801	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.877Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382310	ae7484b9-9372-4191-a0d6-384454a98895	RL74-ZH71-HD24-HA13-VG29-EQ85	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus	Halichoerus grypus		SPECIES	Halichoerus grypus (Fabricius, 1791)	Halichoerus grypus (Fabricius, 1791)	(Fabricius, 1791)	PT	Ponta Delgada		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	37.7433	-25.628							2015-04-20	20	4	2015	2434806	2434806	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.873Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382309	ae7484b9-9372-4191-a0d6-384454a98895	LM59-GD23-LC56-WA41-YV89-TK25	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus	Halichoerus grypus		SPECIES	Halichoerus grypus (Fabricius, 1791)	Halichoerus grypus (Fabricius, 1791)	(Fabricius, 1791)	PT	Calheta		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.5418	-27.76							2017-01-09	9	1	2017	2434806	2434806	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.870Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382308	ae7484b9-9372-4191-a0d6-384454a98895	JP26-HK43-EJ78-ZK56-TL99-DC36	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Cystophora	Cystophora cristata		SPECIES	Cystophora cristata (Erxleben, 1777)	Cystophora cristata (Erxleben, 1777)	(Erxleben, 1777)	PT	Horta		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.5237	-28.623							2008-08-25	25	8	2008	5219378	5219378	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.866Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382307	ae7484b9-9372-4191-a0d6-384454a98895	XR92-AD51-FK49-UO45-XL84-LX19	Animalia	Chordata	Mammalia	Carnivora	Phocidae				FAMILY	Phocidae	Phocidae		PT	Horta		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.5257	-28.629							2009-01-28	28	1	2009	5310		HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.862Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382306	ae7484b9-9372-4191-a0d6-384454a98895	DC95-FE45-JO93-AO11-ZA12-JU77	Animalia	Chordata	Mammalia	Carnivora	Phocidae				FAMILY	Phocidae	Phocidae		PT	Ribeira Grande		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	37.8147	-25.587							2008-12-08	8	12	2008	5310		HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.858Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382305	ae7484b9-9372-4191-a0d6-384454a98895	IN51-KC89-LL30-YV34-KN55-RC85	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus	Halichoerus grypus		SPECIES	Halichoerus grypus (Fabricius, 1791)	Halichoerus grypus (Fabricius, 1791)	(Fabricius, 1791)	PT	Lajes do Pico		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.3919	-28.255							2017-01-01	1	1	2017	2434806	2434806	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:17.851Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382304	ae7484b9-9372-4191-a0d6-384454a98895	TH15-UH91-AK88-LY89-PY11-VN71	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus	Halichoerus grypus		SPECIES	Halichoerus grypus (Fabricius, 1791)	Halichoerus grypus (Fabricius, 1791)	(Fabricius, 1791)	PT	Vila Franca		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	37.7154	-25.421							2015-03		3	2015	2434806	2434806	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:16.890Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382303	ae7484b9-9372-4191-a0d6-384454a98895	AQ52-GD36-EJ24-IA98-TE45-NX29	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Monachus	Monachus monachus		SPECIES	Monachus monachus (Hermann, 1779)	Monachus monachus (Hermann, 1779)	(Hermann, 1779)	PT	Santa Cruz		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	39.05	-28.016							1905-05-17	17	5	1905	2434779	2434779	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:16.885Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382302	ae7484b9-9372-4191-a0d6-384454a98895	GP53-KU63-VD75-EQ96-JM32-TJ54	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Halichoerus	Halichoerus grypus		SPECIES	Halichoerus grypus (Fabricius, 1791)	Halichoerus grypus (Fabricius, 1791)	(Fabricius, 1791)	PT	Santa Cruz		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	39.0821	-27.992							2012-01-11	11	1	2012	2434806	2434806	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:16.878Z		CONTINENT_DERIVED_FROM_COORDINATES
4440382301	ae7484b9-9372-4191-a0d6-384454a98895	BP53-LE88-YF33-OV51-AU20-DB57	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Cystophora	Cystophora cristata		SPECIES	Cystophora cristata (Erxleben, 1777)	Cystophora cristata (Erxleben, 1777)	(Erxleben, 1777)	PT	na		PRESENT		0a80feca-b411-428a-a34e-c5c2fa07cdba	38.666	-28.2							2006-07-16	16	7	2006	5219378	5219378	HUMAN_OBSERVATION							CC_BY_4_0				Vagrant	2024-01-24T23:29:16.874Z		CONTINENT_DERIVED_FROM_COORDINATES
